, 0.426716, 0.89395, 6458, 57.7949, 0.1, 1, 0.0727643
, 0.42552, 0.891444, 6478, 57.9739, 0.1, 1, 0.0730526
, 0.426246, 0.892966, 6489, 58.0723, 0.1, 1, 0.0730102
, 0.426503, 0.893503, 6480, 57.9918, 0.1, 1, 0.0730243
, 0.426674, 0.893861, 6469, 57.8933, 0.1, 1, 0.0729944
, 0.425819, 0.892071, 6463, 57.8396, 0.1, 1, 0.0729652
, 0.426417, 0.893324, 6465, 57.8575, 0.1, 1, 0.0729363
, 0.425306, 0.890997, 6472, 57.9202, 0.1, 1, 0.0733431
, 0.426075, 0.892608, 6469, 57.8933, 0.1, 1, 0.0730382
, 0.426246, 0.892966, 6469, 57.8933, 0.1, 1, 0.0728971
, 0.426033, 0.892518, 6481, 58.0007, 0.1, 1, 0.0731664
, 0.426588, 0.893682, 6464, 57.8486, 0.1, 1, 0.0729754
, 0.426545, 0.893592, 6479, 57.9828, 0.1, 1, 0.0730458
, 0.425862, 0.89216, 6490, 58.0813, 0.1, 1, 0.0731713
, 0.42599, 0.892429, 6479, 57.9828, 0.1, 1, 0.0731338
, 0.426503, 0.893503, 6474, 57.9381, 0.1, 1, 0.0730022
, 0.426246, 0.892966, 6485, 58.0365, 0.1, 1, 0.0730838
, 0.426716, 0.89395, 6485, 58.0365, 0.1, 1, 0.0729963
, 0.426033, 0.892518, 6462, 57.8307, 0.1, 1, 0.0730801
, 0.425648, 0.891713, 6469, 57.8933, 0.1, 1, 0.0730092
, 0.427143, 0.894845, 6475, 57.947, 0.1, 1, 0.0730384
, 0.425477, 0.891355, 6459, 57.8038, 0.1, 1, 0.0728672
, 0.425563, 0.891534, 6493, 58.1081, 0.1, 1, 0.0732296
, 0.426289, 0.893055, 6460, 57.8128, 0.1, 1, 0.0729852
, 0.427143, 0.894845, 6459, 57.8038, 0.1, 1, 0.0730499
, 0.426374, 0.893234, 6471, 57.9112, 0.1, 1, 0.0728839
, 0.427186, 0.894935, 6488, 58.0634, 0.1, 1, 0.0730653
, 0.42552, 0.891444, 6474, 57.9381, 0.1, 1, 0.0730268
, 0.42599, 0.892429, 6497, 58.1439, 0.1, 1, 0.0731049
, 0.426716, 0.89395, 6476, 57.956, 0.1, 1, 0.0729273
, 0.425905, 0.89225, 6462, 57.8307, 0.1, 1, 0.0730031
, 0.425862, 0.89216, 6453, 57.7501, 0.1, 1, 0.0728015
, 0.426759, 0.89404, 6481, 58.0007, 0.1, 1, 0.0730551
, 0.426417, 0.893324, 6467, 57.8754, 0.1, 1, 0.073047
, 0.427314, 0.895203, 6494, 58.1171, 0.1, 1, 0.0731224
, 0.426716, 0.89395, 6491, 58.0902, 0.1, 1, 0.0731111
, 0.426289, 0.893055, 6471, 57.9112, 0.1, 1, 0.0729305
, 0.425947, 0.892339, 6472, 57.9202, 0.1, 1, 0.0729668
, 0.426246, 0.892966, 6470, 57.9023, 0.1, 1, 0.0729879
, 0.426332, 0.893145, 6478, 57.9739, 0.1, 1, 0.0731173
, 0.425007, 0.89037, 6502, 58.1887, 0.1, 1, 0.0732358
, 0.426759, 0.89404, 6487, 58.0544, 0.1, 1, 0.0730836
, 0.425862, 0.89216, 6467, 57.8754, 0.1, 1, 0.072991
, 0.425435, 0.891265, 6487, 58.0544, 0.1, 1, 0.0730852
, 0.426716, 0.89395, 6494, 58.1171, 0.1, 1, 0.0730292
, 0.425947, 0.892339, 6477, 57.9649, 0.1, 1, 0.0730991
, 0.426844, 0.894219, 6491, 58.0902, 0.1, 1, 0.0730046
, 0.424922, 0.890191, 6497, 58.1439, 0.1, 1, 0.0731086
, 0.426716, 0.89395, 6500, 58.1708, 0.1, 1, 0.0731137
, 0.425947, 0.892339, 6488, 58.0634, 0.1, 1, 0.073103
, 0.426759, 0.89404, 6483, 58.0186, 0.1, 1, 0.0730768
, 0.425178, 0.890728, 6483, 58.0186, 0.1, 1, 0.0731977
, 0.426417, 0.893324, 6470, 57.9023, 0.1, 1, 0.0729733
, 0.425136, 0.890639, 6474, 57.9381, 0.1, 1, 0.0729411
, 0.425648, 0.891713, 6476, 57.956, 0.1, 1, 0.0731039
, 0.426332, 0.893145, 6468, 57.8844, 0.1, 1, 0.0728588
