, 0.654793, 14.3043, 240
, 0.654238, 14.2922, 225
, 0.654487, 14.2976, 243
, 0.655031, 14.3095, 240
, 0.654952, 14.3077, 228
, 0.654974, 14.3082, 219
, 0.654385, 14.2954, 224
, 0.654748, 14.3033, 220
, 0.654396, 14.2956, 230
, 0.655394, 14.3174, 233
, 0.654555, 14.2991, 241
, 0.654328, 14.2941, 225
, 0.65451, 14.2981, 238
, 0.654068, 14.2884, 232
, 0.654317, 14.2939, 239
, 0.655054, 14.31, 233
, 0.654646, 14.3011, 238
, 0.655099, 14.311, 216
, 0.654544, 14.2988, 217
, 0.65485, 14.3055, 230
, 0.654317, 14.2939, 240
, 0.654702, 14.3023, 235
, 0.65443, 14.2964, 244
, 0.654646, 14.3011, 210
, 0.654464, 14.2971, 209
, 0.653954, 14.286, 222
, 0.653852, 14.2837, 218
, 0.65443, 14.2964, 238
, 0.654566, 14.2993, 226
, 0.654918, 14.307, 246
, 0.654974, 14.3082, 216
, 0.654396, 14.2956, 241
, 0.654578, 14.2996, 222
, 0.655031, 14.3095, 229
, 0.655156, 14.3122, 244
, 0.654034, 14.2877, 224
, 0.654204, 14.2914, 244
, 0.655178, 14.3127, 237
, 0.65426, 14.2926, 247
, 0.653898, 14.2847, 240
, 0.653943, 14.2857, 251
, 0.65477, 14.3038, 236
, 0.654566, 14.2993, 223
, 0.655337, 14.3162, 236
, 0.654226, 14.2919, 243
, 0.654022, 14.2874, 231
, 0.654385, 14.2954, 227
, 0.655484, 14.3194, 226
, 0.655269, 14.3147, 237
, 0.655337, 14.3162, 217
, 0.654022, 14.2874, 237
, 0.65502, 14.3092, 239
, 0.654838, 14.3053, 231
, 0.655099, 14.311, 230
, 0.655167, 14.3125, 234
, 0.653784, 14.2822, 249
, 0.654306, 14.2936, 233
, 0.655303, 14.3154, 245
, 0.6546, 14.3001, 243
, 0.654498, 14.2978, 244
, 0.65392, 14.2852, 225
, 0.654158, 14.2904, 241
, 0.65392, 14.2852, 238
, 0.655031, 14.3095, 240
, 0.654748, 14.3033, 238
, 0.654895, 14.3065, 231
, 0.654158, 14.2904, 244
, 0.655269, 14.3147, 232
, 0.653875, 14.2842, 239
, 0.654952, 14.3077, 227
, 0.653762, 14.2818, 234
, 0.654725, 14.3028, 235
, 0.655484, 14.3194, 223
, 0.654487, 14.2976, 219
, 0.654294, 14.2934, 234
, 0.654646, 14.3011, 230
, 0.654861, 14.3058, 242
, 0.655439, 14.3184, 236
, 0.654804, 14.3045, 224
, 0.654612, 14.3003, 227
, 0.65562, 14.3224, 231
, 0.65409, 14.2889, 236
, 0.654634, 14.3008, 242
, 0.65485, 14.3055, 214
, 0.655212, 14.3134, 233
, 0.655054, 14.31, 235
, 0.654306, 14.2936, 242
, 0.655088, 14.3107, 230
, 0.655575, 14.3214, 216
, 0.654328, 14.2941, 245
, 0.654827, 14.305, 251
, 0.654589, 14.2998, 240
, 0.655337, 14.3162, 215
, 0.655326, 14.3159, 225
, 0.653444, 14.2748, 241
, 0.654646, 14.3011, 241
, 0.654838, 14.3053, 250
, 0.654498, 14.2978, 217
, 0.654782, 14.304, 228
, 0.654147, 14.2902, 236
