, 0.479901, 1.00537, 0, 0.3, 0
, 0.4802, 1.006, 0, 0.3, 0
, 0.479858, 1.00528, 0, 0.3, 0
, 0.47973, 1.00501, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
, 0.479986, 1.00555, 0, 0.3, 0
, 0.479773, 1.0051, 0, 0.3, 0
, 0.480883, 1.00743, 0, 0.3, 0
, 0.479944, 1.00546, 0, 0.3, 0
, 0.480029, 1.00564, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
, 0.480926, 1.00752, 0, 0.3, 0
, 0.478448, 1.00233, 0, 0.3, 0
, 0.479132, 1.00376, 0, 0.3, 0
, 0.480456, 1.00653, 0, 0.3, 0
, 0.479858, 1.00528, 0, 0.3, 0
, 0.478406, 1.00224, 0, 0.3, 0
, 0.479559, 1.00465, 0, 0.3, 0
, 0.479773, 1.0051, 0, 0.3, 0
, 0.48067, 1.00698, 0, 0.3, 0
, 0.480029, 1.00564, 0, 0.3, 0
, 0.479687, 1.00492, 0, 0.3, 0
, 0.480584, 1.0068, 0, 0.3, 0
, 0.479089, 1.00367, 0, 0.3, 0
, 0.479004, 1.00349, 0, 0.3, 0
, 0.480029, 1.00564, 0, 0.3, 0
, 0.479773, 1.0051, 0, 0.3, 0
, 0.479944, 1.00546, 0, 0.3, 0
, 0.479516, 1.00456, 0, 0.3, 0
, 0.479901, 1.00537, 0, 0.3, 0
, 0.480072, 1.00573, 0, 0.3, 0
, 0.48114, 1.00796, 0, 0.3, 0
, 0.479687, 1.00492, 0, 0.3, 0
, 0.479645, 1.00483, 0, 0.3, 0
, 0.479773, 1.0051, 0, 0.3, 0
, 0.479089, 1.00367, 0, 0.3, 0
, 0.479388, 1.0043, 0, 0.3, 0
, 0.479645, 1.00483, 0, 0.3, 0
, 0.479858, 1.00528, 0, 0.3, 0
, 0.480157, 1.00591, 0, 0.3, 0
, 0.479645, 1.00483, 0, 0.3, 0
, 0.479474, 1.00447, 0, 0.3, 0
, 0.479431, 1.00439, 0, 0.3, 0
, 0.479773, 1.0051, 0, 0.3, 0
, 0.479004, 1.00349, 0, 0.3, 0
, 0.479346, 1.00421, 0, 0.3, 0
, 0.479559, 1.00465, 0, 0.3, 0
, 0.479773, 1.0051, 0, 0.3, 0
, 0.4802, 1.006, 0, 0.3, 0
, 0.479388, 1.0043, 0, 0.3, 0
, 0.48067, 1.00698, 0, 0.3, 0
, 0.478833, 1.00313, 0, 0.3, 0
, 0.479858, 1.00528, 0, 0.3, 0
, 0.481353, 1.00841, 0, 0.3, 0
, 0.47973, 1.00501, 0, 0.3, 0
, 0.480798, 1.00725, 0, 0.3, 0
, 0.480414, 1.00644, 0, 0.3, 0
, 0.478833, 1.00313, 0, 0.3, 0
, 0.479217, 1.00394, 0, 0.3, 0
, 0.479944, 1.00546, 0, 0.3, 0
, 0.479516, 1.00456, 0, 0.3, 0
, 0.479516, 1.00456, 0, 0.3, 0
, 0.478705, 1.00286, 0, 0.3, 0
, 0.478705, 1.00286, 0, 0.3, 0
, 0.479944, 1.00546, 0, 0.3, 0
, 0.479645, 1.00483, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
, 0.480072, 1.00573, 0, 0.3, 0
, 0.479687, 1.00492, 0, 0.3, 0
, 0.481097, 1.00788, 0, 0.3, 0
, 0.480883, 1.00743, 0, 0.3, 0
, 0.480414, 1.00644, 0, 0.3, 0
, 0.48114, 1.00796, 0, 0.3, 0
, 0.480328, 1.00626, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
, 0.479047, 1.00358, 0, 0.3, 0
, 0.479858, 1.00528, 0, 0.3, 0
, 0.479303, 1.00412, 0, 0.3, 0
, 0.481866, 1.00949, 0, 0.3, 0
, 0.480371, 1.00635, 0, 0.3, 0
, 0.480072, 1.00573, 0, 0.3, 0
, 0.480243, 1.00609, 0, 0.3, 0
, 0.480371, 1.00635, 0, 0.3, 0
, 0.479175, 1.00385, 0, 0.3, 0
, 0.479474, 1.00447, 0, 0.3, 0
, 0.4802, 1.006, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
, 0.480542, 1.00671, 0, 0.3, 0
, 0.479089, 1.00367, 0, 0.3, 0
, 0.47973, 1.00501, 0, 0.3, 0
, 0.480328, 1.00626, 0, 0.3, 0
, 0.481225, 1.00814, 0, 0.3, 0
, 0.478363, 1.00215, 0, 0.3, 0
, 0.480798, 1.00725, 0, 0.3, 0
, 0.479986, 1.00555, 0, 0.3, 0
, 0.480328, 1.00626, 0, 0.3, 0
, 0.48067, 1.00698, 0, 0.3, 0
, 0.479004, 1.00349, 0, 0.3, 0
, 0.479815, 1.00519, 0, 0.3, 0
