, 0.579899, 1.60338, 44173
, 0.579785, 1.60306, 44007
, 0.579946, 1.60351, 44262
, 0.579919, 1.60343, 44074
, 0.579831, 1.60319, 44164
, 0.579919, 1.60343, 44384
, 0.579817, 1.60315, 44152
, 0.580003, 1.60367, 44245
, 0.579796, 1.60309, 44292
, 0.579946, 1.60351, 44103
, 0.579671, 1.60275, 44191
, 0.579921, 1.60344, 44179
, 0.579831, 1.60319, 43952
, 0.579844, 1.60323, 44231
, 0.579983, 1.60361, 44011
, 0.579836, 1.6032, 44107
, 0.579733, 1.60292, 43932
, 0.579849, 1.60324, 44114
, 0.579926, 1.60345, 44083
, 0.579856, 1.60326, 44226
, 0.580046, 1.60378, 44443
, 0.579964, 1.60356, 44164
, 0.579931, 1.60347, 44239
, 0.579821, 1.60316, 44146
, 0.579841, 1.60322, 44182
, 0.579726, 1.6029, 44240
, 0.580003, 1.60367, 44066
, 0.579744, 1.60295, 44040
, 0.579766, 1.60301, 44240
, 0.579713, 1.60286, 43750
, 0.579851, 1.60325, 43944
, 0.580082, 1.60389, 44252
, 0.579985, 1.60362, 44098
, 0.580005, 1.60367, 44173
, 0.579752, 1.60297, 43925
, 0.579942, 1.6035, 44129
, 0.579931, 1.60347, 44286
, 0.579886, 1.60334, 44302
, 0.579953, 1.60353, 44246
, 0.579845, 1.60323, 44150
, 0.579965, 1.60356, 44407
, 0.579861, 1.60327, 44002
, 0.579982, 1.60361, 44236
, 0.579978, 1.6036, 44202
, 0.579848, 1.60324, 44203
, 0.579901, 1.60338, 44160
, 0.579939, 1.60349, 44146
, 0.580067, 1.60384, 44047
, 0.579927, 1.60346, 44160
, 0.579933, 1.60347, 44070
, 0.579801, 1.60311, 44275
, 0.579834, 1.6032, 43872
, 0.579675, 1.60276, 44139
, 0.579724, 1.60289, 44166
, 0.579975, 1.60359, 44282
, 0.579664, 1.60273, 43984
, 0.5798, 1.60311, 44132
, 0.579756, 1.60298, 44330
, 0.579681, 1.60277, 44154
, 0.579822, 1.60317, 44406
, 0.579856, 1.60326, 44204
, 0.579863, 1.60328, 44010
, 0.579999, 1.60366, 44150
, 0.579883, 1.60333, 44236
, 0.579926, 1.60345, 44208
, 0.579824, 1.60317, 44289
, 0.580051, 1.6038, 44187
, 0.580021, 1.60372, 44134
, 0.579862, 1.60328, 44111
, 0.580002, 1.60366, 44274
, 0.579976, 1.60359, 43957
, 0.579997, 1.60365, 44184
, 0.579851, 1.60325, 44048
, 0.579773, 1.60303, 43939
, 0.57997, 1.60358, 44086
, 0.579959, 1.60355, 44373
, 0.57988, 1.60333, 44170
, 0.579884, 1.60334, 44115
, 0.579925, 1.60345, 44263
, 0.579932, 1.60347, 44141
, 0.579921, 1.60344, 44174
, 0.579956, 1.60354, 44216
, 0.58007, 1.60385, 44182
, 0.579805, 1.60312, 44082
, 0.579831, 1.60319, 43968
, 0.579861, 1.60327, 44007
, 0.579843, 1.60322, 43857
, 0.580095, 1.60392, 44375
, 0.579937, 1.60348, 44133
, 0.579837, 1.60321, 44048
, 0.579911, 1.60341, 44009
, 0.579925, 1.60345, 44141
, 0.579791, 1.60308, 44220
, 0.57988, 1.60333, 43968
, 0.580128, 1.60401, 44126
, 0.579856, 1.60326, 44104
, 0.579928, 1.60346, 44161
, 0.580159, 1.6041, 44293
, 0.579878, 1.60332, 44169
, 0.579809, 1.60313, 44103
