, 0.610364, 1.27868, 3980, 35.6184, 0.5, 1, 0.105692
, 0.609979, 1.27788, 3953, 35.3768, 0.5, 1, 0.105179
, 0.610449, 1.27886, 3974, 35.5647, 0.5, 1, 0.105785
, 0.60921, 1.27627, 3955, 35.3947, 0.5, 1, 0.105146
, 0.61015, 1.27824, 3958, 35.4215, 0.5, 1, 0.105259
, 0.607843, 1.2734, 3971, 35.5379, 0.5, 1, 0.10566
, 0.608997, 1.27582, 3955, 35.3947, 0.5, 1, 0.105315
, 0.60968, 1.27725, 3987, 35.681, 0.5, 1, 0.10587
, 0.610107, 1.27815, 3960, 35.4394, 0.5, 1, 0.105457
, 0.608954, 1.27573, 3977, 35.5916, 0.5, 1, 0.105768
, 0.609338, 1.27653, 3973, 35.5558, 0.5, 1, 0.105533
, 0.611004, 1.28003, 3947, 35.3231, 0.5, 1, 0.105253
, 0.608954, 1.27573, 3954, 35.3857, 0.5, 1, 0.105213
, 0.609808, 1.27752, 3971, 35.5379, 0.5, 1, 0.105699
, 0.609338, 1.27653, 3958, 35.4215, 0.5, 1, 0.105311
, 0.609381, 1.27662, 3969, 35.52, 0.5, 1, 0.105605
, 0.608911, 1.27564, 3960, 35.4394, 0.5, 1, 0.105348
, 0.610663, 1.27931, 3969, 35.52, 0.5, 1, 0.105449
, 0.609167, 1.27618, 3965, 35.4842, 0.5, 1, 0.105313
, 0.61156, 1.28119, 3951, 35.3589, 0.5, 1, 0.105279
, 0.608655, 1.2751, 3961, 35.4484, 0.5, 1, 0.105412
, 0.608484, 1.27474, 3953, 35.3768, 0.5, 1, 0.10533
, 0.609466, 1.2768, 3976, 35.5826, 0.5, 1, 0.105814
, 0.609894, 1.2777, 3964, 35.4752, 0.5, 1, 0.105659
, 0.609424, 1.27671, 3975, 35.5737, 0.5, 1, 0.105625
, 0.610962, 1.27994, 3956, 35.4036, 0.5, 1, 0.105305
, 0.609509, 1.27689, 3976, 35.5826, 0.5, 1, 0.105799
, 0.60921, 1.27627, 3958, 35.4215, 0.5, 1, 0.105385
, 0.609167, 1.27618, 3973, 35.5558, 0.5, 1, 0.105717
, 0.610193, 1.27832, 3979, 35.6095, 0.5, 1, 0.10583
, 0.608142, 1.27403, 3963, 35.4663, 0.5, 1, 0.105428
, 0.609167, 1.27618, 3964, 35.4752, 0.5, 1, 0.105479
, 0.609253, 1.27636, 3965, 35.4842, 0.5, 1, 0.1053
, 0.610193, 1.27832, 3962, 35.4573, 0.5, 1, 0.105429
, 0.608612, 1.27501, 3972, 35.5468, 0.5, 1, 0.105555
, 0.609167, 1.27618, 3966, 35.4931, 0.5, 1, 0.105369
, 0.610235, 1.27841, 3958, 35.4215, 0.5, 1, 0.10528
, 0.608783, 1.27537, 3967, 35.5021, 0.5, 1, 0.10526
, 0.608313, 1.27439, 3975, 35.5737, 0.5, 1, 0.105612
, 0.609723, 1.27734, 3969, 35.52, 0.5, 1, 0.105549
, 0.61062, 1.27922, 3958, 35.4215, 0.5, 1, 0.105462
, 0.610492, 1.27895, 3959, 35.4305, 0.5, 1, 0.1053
, 0.61015, 1.27824, 3949, 35.341, 0.5, 1, 0.10528
, 0.609637, 1.27716, 3985, 35.6631, 0.5, 1, 0.105904
, 0.60968, 1.27725, 3951, 35.3589, 0.5, 1, 0.105301
, 0.609424, 1.27671, 3963, 35.4663, 0.5, 1, 0.105446
, 0.610107, 1.27815, 3957, 35.4126, 0.5, 1, 0.105357
, 0.609039, 1.27591, 3959, 35.4305, 0.5, 1, 0.105378
, 0.608698, 1.27519, 3981, 35.6273, 0.5, 1, 0.105992
, 0.609338, 1.27653, 3949, 35.341, 0.5, 1, 0.105277
, 0.610065, 1.27806, 3969, 35.52, 0.5, 1, 0.105659
, 0.608911, 1.27564, 3975, 35.5737, 0.5, 1, 0.105724
, 0.60921, 1.27627, 3968, 35.511, 0.5, 1, 0.105605
, 0.609509, 1.27689, 3979, 35.6095, 0.5, 1, 0.105757
, 0.609253, 1.27636, 3975, 35.5737, 0.5, 1, 0.105783
, 0.609723, 1.27734, 3976, 35.5826, 0.5, 1, 0.105737
, 0.609167, 1.27618, 3958, 35.4215, 0.5, 1, 0.105388
, 0.609808, 1.27752, 3960, 35.4394, 0.5, 1, 0.105361
, 0.609296, 1.27645, 3958, 35.4215, 0.5, 1, 0.105394
, 0.608356, 1.27448, 3969, 35.52, 0.5, 1, 0.105739
, 0.609039, 1.27591, 3972, 35.5468, 0.5, 1, 0.105699
, 0.609765, 1.27743, 3963, 35.4663, 0.5, 1, 0.10563
, 0.608398, 1.27457, 3966, 35.4931, 0.5, 1, 0.105588
, 0.608911, 1.27564, 3954, 35.3857, 0.5, 1, 0.105214
