, 0.656119, 14.3333, 81
, 0.656278, 14.3367, 78
, 0.656255, 14.3362, 81
, 0.655779, 14.3258, 77
, 0.655892, 14.3283, 75
, 0.654997, 14.3087, 80
, 0.656108, 14.333, 81
, 0.65443, 14.2964, 78
, 0.656663, 14.3451, 77
, 0.655314, 14.3157, 76
, 0.654986, 14.3085, 77
, 0.655269, 14.3147, 76
, 0.655677, 14.3236, 78
, 0.65621, 14.3352, 76
, 0.655167, 14.3125, 78
, 0.655972, 14.33, 78
, 0.655813, 14.3266, 76
, 0.656051, 14.3318, 76
, 0.654498, 14.2978, 77
, 0.656153, 14.334, 83
, 0.656062, 14.332, 78
, 0.656108, 14.333, 79
, 0.655541, 14.3206, 79
, 0.656425, 14.3399, 79
, 0.655745, 14.3251, 75
, 0.655643, 14.3229, 81
, 0.656436, 14.3402, 76
, 0.65587, 14.3278, 77
, 0.655065, 14.3102, 78
, 0.65655, 14.3427, 78
, 0.655734, 14.3248, 80
, 0.655394, 14.3174, 77
, 0.655541, 14.3206, 79
, 0.6557, 14.3241, 77
, 0.656776, 14.3476, 76
, 0.656164, 14.3342, 80
, 0.65579, 14.3261, 75
, 0.655858, 14.3276, 76
, 0.655269, 14.3147, 77
, 0.65604, 14.3315, 77
, 0.655892, 14.3283, 79
, 0.65604, 14.3315, 78
, 0.655722, 14.3246, 80
, 0.655734, 14.3248, 78
, 0.656142, 14.3337, 78
, 0.655949, 14.3295, 77
, 0.65553, 14.3204, 77
, 0.65638, 14.3389, 78
, 0.654748, 14.3033, 80
, 0.656561, 14.3429, 77
, 0.654974, 14.3082, 77
, 0.655756, 14.3253, 78
, 0.65562, 14.3224, 78
, 0.655666, 14.3233, 78
, 0.655156, 14.3122, 78
, 0.655564, 14.3211, 77
, 0.655892, 14.3283, 80
, 0.655439, 14.3184, 79
, 0.65596, 14.3298, 78
, 0.65545, 14.3186, 77
, 0.655881, 14.3281, 79
, 0.65545, 14.3186, 76
, 0.655768, 14.3256, 77
, 0.656561, 14.3429, 80
, 0.655881, 14.3281, 76
, 0.656629, 14.3444, 84
, 0.655768, 14.3256, 77
, 0.655065, 14.3102, 79
, 0.656844, 14.3491, 78
, 0.655042, 14.3097, 75
, 0.65553, 14.3204, 77
, 0.656051, 14.3318, 78
, 0.65579, 14.3261, 79
, 0.655484, 14.3194, 78
, 0.65587, 14.3278, 80
, 0.655802, 14.3263, 78
, 0.655382, 14.3172, 78
, 0.655371, 14.3169, 79
, 0.655609, 14.3221, 81
, 0.655326, 14.3159, 76
, 0.656232, 14.3357, 78
, 0.655586, 14.3216, 76
, 0.655745, 14.3251, 78
, 0.655507, 14.3199, 76
, 0.655711, 14.3243, 76
, 0.656142, 14.3337, 75
, 0.655836, 14.3271, 78
, 0.655926, 14.329, 77
, 0.655609, 14.3221, 78
, 0.656176, 14.3345, 77
, 0.654487, 14.2976, 78
, 0.655462, 14.3189, 78
, 0.656323, 14.3377, 79
, 0.655042, 14.3097, 78
, 0.655722, 14.3246, 76
, 0.65613, 14.3335, 78
, 0.654997, 14.3087, 79
, 0.656323, 14.3377, 78
, 0.655212, 14.3134, 77
, 0.655382, 14.3172, 80
