, 0.526076, 1.45456, 98493
, 0.526082, 1.45458, 98492
, 0.526132, 1.45472, 98637
, 0.52621, 1.45493, 98199
, 0.526067, 1.45454, 98235
, 0.526389, 1.45543, 98101
, 0.526135, 1.45473, 98616
, 0.526139, 1.45474, 98517
, 0.526303, 1.45519, 98167
, 0.526337, 1.45528, 98356
, 0.526354, 1.45533, 98091
, 0.525941, 1.45419, 98501
, 0.526352, 1.45533, 98135
, 0.526008, 1.45437, 98654
, 0.526264, 1.45508, 98367
, 0.52608, 1.45457, 98391
, 0.526085, 1.45459, 98437
, 0.525976, 1.45428, 98438
, 0.526301, 1.45518, 98230
, 0.526061, 1.45452, 98261
, 0.526117, 1.45468, 98153
, 0.526256, 1.45506, 98589
, 0.526014, 1.45439, 98405
, 0.526153, 1.45477, 98812
, 0.526243, 1.45502, 98373
, 0.52604, 1.45446, 98411
, 0.526113, 1.45466, 98659
, 0.525973, 1.45428, 98571
, 0.526041, 1.45447, 98563
, 0.526117, 1.45468, 98535
, 0.525987, 1.45432, 98679
, 0.526516, 1.45578, 97985
, 0.526285, 1.45514, 98311
, 0.52605, 1.45449, 98814
, 0.526211, 1.45494, 98340
, 0.526196, 1.45489, 97951
, 0.526099, 1.45462, 98593
, 0.526198, 1.4549, 98543
, 0.526388, 1.45543, 98204
, 0.526206, 1.45492, 98437
, 0.526087, 1.45459, 98242
, 0.526141, 1.45474, 98504
, 0.526342, 1.4553, 98571
, 0.526159, 1.45479, 98694
, 0.526234, 1.455, 98096
, 0.526148, 1.45476, 98184
, 0.526283, 1.45514, 98121
, 0.525952, 1.45422, 98540
, 0.526282, 1.45513, 98125
, 0.526238, 1.45501, 98233
, 0.526051, 1.45449, 98565
, 0.525925, 1.45414, 98849
, 0.526255, 1.45506, 98502
, 0.526115, 1.45467, 98234
, 0.526247, 1.45503, 98433
, 0.525985, 1.45431, 98655
, 0.526158, 1.45479, 98551
, 0.526045, 1.45448, 98382
, 0.526119, 1.45468, 98463
, 0.52636, 1.45535, 98267
, 0.526183, 1.45486, 98424
, 0.526086, 1.45459, 98426
, 0.52606, 1.45452, 98761
, 0.526327, 1.45525, 98427
, 0.526273, 1.45511, 98237
, 0.526143, 1.45475, 98304
, 0.526359, 1.45534, 98097
, 0.526241, 1.45502, 98471
, 0.526072, 1.45455, 98301
, 0.526085, 1.45459, 98579
, 0.526114, 1.45467, 98391
, 0.526262, 1.45508, 98405
, 0.525978, 1.45429, 98435
, 0.525864, 1.45398, 98706
, 0.525992, 1.45433, 98726
, 0.526287, 1.45514, 98427
, 0.5262, 1.45491, 98294
, 0.526131, 1.45471, 98395
, 0.526289, 1.45515, 98443
, 0.526498, 1.45573, 98379
, 0.526204, 1.45492, 98554
, 0.525956, 1.45423, 98717
, 0.526057, 1.45451, 98718
, 0.525938, 1.45418, 98725
, 0.526168, 1.45482, 98395
, 0.526051, 1.45449, 98675
, 0.526362, 1.45535, 98133
, 0.526009, 1.45438, 98446
, 0.526107, 1.45465, 98653
, 0.526219, 1.45496, 98378
, 0.526212, 1.45494, 98735
, 0.526545, 1.45586, 97531
, 0.526142, 1.45474, 98284
, 0.52633, 1.45526, 98582
, 0.526192, 1.45488, 98536
, 0.525695, 1.45351, 98770
, 0.525965, 1.45425, 98466
, 0.526325, 1.45525, 98197
, 0.526123, 1.45469, 98679
, 0.526099, 1.45462, 98467
